Alabama,Alaska,518
Alabama,Arizona,2801
Alabama,Arkansas,438
Alabama,California,4591
Alabama,Colorado,3597
Alabama,Connecticut,1054
Alabama,Delaware,39
Alabama,District of Columbia ,174
Alabama,Florida,12870
Alabama,Georgia,15589
Alabama,Hawaii,484
Alabama,Idaho,84
Alabama,Illinois,1280
Alabama,Indiana,966
Alabama,Iowa,148
Alabama,Kansas,476
Alabama,Kentucky,2055
Alabama,Louisiana,1462
Alabama,Maine,0
Alabama,Maryland,647
Alabama,Massachusetts,483
Alabama,Michigan,537
Alabama,Minnesota,976
Alabama,Mississippi,8401
Alabama,Missouri,2378
Alabama,Montana,540
Alabama,Nebraska,268
Alabama,Nevada,397
Alabama,New Hampshire,158
Alabama,New Jersey,147
Alabama,New Mexico,1099
Alabama,New York,1395
Alabama,North Carolina,3287
Alabama,North Dakota,4
Alabama,Ohio,1744
Alabama,Oklahoma,541
Alabama,Oregon,315
Alabama,Pennsylvania,1202
Alabama,Rhode Island,183
Alabama,South Carolina,4636
Alabama,South Dakota,84
Alabama,Tennessee,8547
Alabama,Texas,5945
Alabama,Utah,315
Alabama,Vermont,124
Alabama,Virginia,3426
Alabama,Washington,495
Alabama,West Virginia,83
Alabama,Wisconsin,572
Alabama,Wyoming,639
Alaska,Alabama,419
Alaska,Arizona,2743
Alaska,Arkansas,413
Alaska,California,2155
Alaska,Colorado,2102
Alaska,Connecticut,8
Alaska,Delaware,0
Alaska,District of Columbia ,0
Alaska,Florida,1388
Alaska,Georgia,917
Alaska,Hawaii,1509
Alaska,Idaho,1179
Alaska,Illinois,1400
Alaska,Indiana,138
Alaska,Iowa,66
Alaska,Kansas,378
Alaska,Kentucky,115
Alaska,Louisiana,515
Alaska,Maine,47
Alaska,Maryland,485
Alaska,Massachusetts,241
Alaska,Michigan,1025
Alaska,Minnesota,363
Alaska,Mississippi,191
Alaska,Missouri,882
Alaska,Montana,986
Alaska,Nebraska,34
Alaska,Nevada,458
Alaska,New Hampshire,45
Alaska,New Jersey,67
Alaska,New Mexico,197
Alaska,New York,415
Alaska,North Carolina,1562
Alaska,North Dakota,112
Alaska,Ohio,1200
Alaska,Oklahoma,661
Alaska,Oregon,4317
Alaska,Pennsylvania,553
Alaska,Rhode Island,0
Alaska,South Carolina,715
Alaska,South Dakota,0
Alaska,Tennessee,1137
Alaska,Texas,2375
Alaska,Utah,494
Alaska,Vermont,0
Alaska,Virginia,1235
Alaska,Washington,3520
Alaska,West Virginia,0
Alaska,Wisconsin,484
Alaska,Wyoming,0
Arizona,Alabama,1915
Arizona,Alaska,910
Arizona,Arkansas,602
Arizona,California,33670
Arizona,Colorado,7987
Arizona,Connecticut,1204
Arizona,Delaware,115
Arizona,District of Columbia ,204
Arizona,Florida,4542
Arizona,Georgia,2255
Arizona,Hawaii,2167
Arizona,Idaho,3852
Arizona,Illinois,5818
Arizona,Indiana,3009
Arizona,Iowa,2021
Arizona,Kansas,1801
Arizona,Kentucky,1480
Arizona,Louisiana,276
Arizona,Maine,765
Arizona,Maryland,2240
Arizona,Massachusetts,1554
Arizona,Michigan,4028
Arizona,Minnesota,2176
Arizona,Mississippi,674
Arizona,Missouri,2009
Arizona,Montana,1787
Arizona,Nebraska,1351
Arizona,Nevada,6999
Arizona,New Hampshire,704
Arizona,New Jersey,1626
Arizona,New Mexico,3284
Arizona,New York,3541
Arizona,North Carolina,2622
Arizona,North Dakota,530
Arizona,Ohio,2432
Arizona,Oklahoma,3631
Arizona,Oregon,7736
Arizona,Pennsylvania,3269
Arizona,Rhode Island,50
Arizona,South Carolina,1460
Arizona,South Dakota,241
Arizona,Tennessee,2886
Arizona,Texas,18628
Arizona,Utah,6827
Arizona,Vermont,205
Arizona,Virginia,4162
Arizona,Washington,14252
Arizona,West Virginia,272
Arizona,Wisconsin,2883
Arizona,Wyoming,934
Arkansas,Alabama,1051
Arkansas,Alaska,722
Arkansas,Arizona,1487
Arkansas,California,2573
Arkansas,Colorado,1442
Arkansas,Connecticut,51
Arkansas,Delaware,0
Arkansas,District of Columbia ,0
Arkansas,Florida,3239
Arkansas,Georgia,1900
Arkansas,Hawaii,0
Arkansas,Idaho,496
Arkansas,Illinois,1188
Arkansas,Indiana,1271
Arkansas,Iowa,410
Arkansas,Kansas,1507
Arkansas,Kentucky,397
Arkansas,Louisiana,1653
Arkansas,Maine,0
Arkansas,Maryland,785
Arkansas,Massachusetts,222
Arkansas,Michigan,755
Arkansas,Minnesota,621
Arkansas,Mississippi,696
Arkansas,Missouri,8166
Arkansas,Montana,19
Arkansas,Nebraska,236
Arkansas,Nevada,49
Arkansas,New Hampshire,569
Arkansas,New Jersey,0
Arkansas,New Mexico,352
Arkansas,New York,52
Arkansas,North Carolina,1897
Arkansas,North Dakota,464
Arkansas,Ohio,583
Arkansas,Oklahoma,8526
Arkansas,Oregon,436
Arkansas,Pennsylvania,1486
Arkansas,Rhode Island,0
Arkansas,South Carolina,1382
Arkansas,South Dakota,0
Arkansas,Tennessee,4841
Arkansas,Texas,14377
Arkansas,Utah,896
Arkansas,Vermont,0
Arkansas,Virginia,1002
Arkansas,Washington,953
Arkansas,West Virginia,288
Arkansas,Wisconsin,292
Arkansas,Wyoming,392
California,Alabama,2659
California,Alaska,3455
California,Arizona,68516
California,Arkansas,3728
California,Colorado,28288
California,Connecticut,3870
California,Delaware,551
California,District of Columbia ,3803
California,Florida,26888
California,Georgia,16745
California,Hawaii,10456
California,Idaho,21018
California,Illinois,16518
California,Indiana,6811
California,Iowa,4408
California,Kansas,5660
California,Kentucky,2052
California,Louisiana,5743
California,Maine,850
California,Maryland,7924
California,Massachusetts,13901
California,Michigan,11239
California,Minnesota,4915
California,Mississippi,2066
California,Missouri,8156
California,Montana,4991
California,Nebraska,4148
California,Nevada,50707
California,New Hampshire,1263
California,New Jersey,9613
California,New Mexico,7524
California,New York,25255
California,North Carolina,17536
California,North Dakota,1040
California,Ohio,8799
California,Oklahoma,8330
California,Oregon,43058
California,Pennsylvania,11568
California,Rhode Island,2219
California,South Carolina,12103
California,South Dakota,2073
California,Tennessee,9682
California,Texas,86164
California,Utah,18025
California,Vermont,1380
California,Virginia,21210
California,Washington,55467
California,West Virginia,524
California,Wisconsin,6642
California,Wyoming,1604
Colorado,Alabama,1672
Colorado,Alaska,1847
Colorado,Arizona,11517
Colorado,Arkansas,3255
Colorado,California,18755
Colorado,Connecticut,1105
Colorado,Delaware,0
Colorado,District of Columbia ,336
Colorado,Florida,15746
Colorado,Georgia,3497
Colorado,Hawaii,3164
Colorado,Idaho,1505
Colorado,Illinois,3208
Colorado,Indiana,4695
Colorado,Iowa,4856
Colorado,Kansas,3808
Colorado,Kentucky,1643
Colorado,Louisiana,2397
Colorado,Maine,840
Colorado,Maryland,1168
Colorado,Massachusetts,1174
Colorado,Michigan,3337
Colorado,Minnesota,2605
Colorado,Mississippi,284
Colorado,Missouri,8782
Colorado,Montana,2921
Colorado,Nebraska,4835
Colorado,Nevada,3724
Colorado,New Hampshire,385
Colorado,New Jersey,1505
Colorado,New Mexico,4877
Colorado,New York,4553
Colorado,North Carolina,5471
Colorado,North Dakota,522
Colorado,Ohio,2216
Colorado,Oklahoma,4039
Colorado,Oregon,3292
Colorado,Pennsylvania,4822
Colorado,Rhode Island,504
Colorado,South Carolina,1622
Colorado,South Dakota,797
Colorado,Tennessee,5410
Colorado,Texas,21509
Colorado,Utah,4181
Colorado,Vermont,649
Colorado,Virginia,4557
Colorado,Washington,10122
Colorado,West Virginia,798
Colorado,Wisconsin,3321
Colorado,Wyoming,5632
Connecticut,Alabama,747
Connecticut,Alaska,0
Connecticut,Arizona,503
Connecticut,Arkansas,159
Connecticut,California,6366
Connecticut,Colorado,1498
Connecticut,Delaware,487
Connecticut,District of Columbia ,262
Connecticut,Florida,18291
Connecticut,Georgia,5574
Connecticut,Hawaii,114
Connecticut,Idaho,1905
Connecticut,Illinois,1911
Connecticut,Indiana,722
Connecticut,Iowa,23
Connecticut,Kansas,322
Connecticut,Kentucky,327
Connecticut,Louisiana,584
Connecticut,Maine,1734
Connecticut,Maryland,1890
Connecticut,Massachusetts,14224
Connecticut,Michigan,1388
Connecticut,Minnesota,342
Connecticut,Mississippi,0
Connecticut,Missouri,361
Connecticut,Montana,323
Connecticut,Nebraska,348
Connecticut,Nevada,198
Connecticut,New Hampshire,1298
Connecticut,New Jersey,2187
Connecticut,New Mexico,55
Connecticut,New York,14420
Connecticut,North Carolina,2702
Connecticut,North Dakota,0
Connecticut,Ohio,2510
Connecticut,Oklahoma,0
Connecticut,Oregon,157
Connecticut,Pennsylvania,3891
Connecticut,Rhode Island,4791
Connecticut,South Carolina,6800
Connecticut,South Dakota,0
Connecticut,Tennessee,1784
Connecticut,Texas,3762
Connecticut,Utah,720
Connecticut,Vermont,2251
Connecticut,Virginia,3254
Connecticut,Washington,1785
Connecticut,West Virginia,639
Connecticut,Wisconsin,614
Connecticut,Wyoming,12
Delaware,Alabama,826
Delaware,Alaska,0
Delaware,Arizona,49
Delaware,Arkansas,126
Delaware,California,1143
Delaware,Colorado,190
Delaware,Connecticut,1015
Delaware,District of Columbia ,182
Delaware,Florida,4124
Delaware,Georgia,520
Delaware,Hawaii,52
Delaware,Idaho,0
Delaware,Illinois,9
Delaware,Indiana,868
Delaware,Iowa,0
Delaware,Kansas,0
Delaware,Kentucky,389
Delaware,Louisiana,53
Delaware,Maine,29
Delaware,Maryland,5811
Delaware,Massachusetts,887
Delaware,Michigan,86
Delaware,Minnesota,0
Delaware,Mississippi,0
Delaware,Missouri,235
Delaware,Montana,0
Delaware,Nebraska,0
Delaware,Nevada,98
Delaware,New Hampshire,238
Delaware,New Jersey,1720
Delaware,New Mexico,0
Delaware,New York,1328
Delaware,North Carolina,1988
Delaware,North Dakota,0
Delaware,Ohio,996
Delaware,Oklahoma,0
Delaware,Oregon,0
Delaware,Pennsylvania,5999
Delaware,Rhode Island,0
Delaware,South Carolina,978
Delaware,South Dakota,0
Delaware,Tennessee,53
Delaware,Texas,1275
Delaware,Utah,61
Delaware,Vermont,0
Delaware,Virginia,1306
Delaware,Washington,131
Delaware,West Virginia,419
Delaware,Wisconsin,211
Delaware,Wyoming,0
District of Columbia ,Alabama,0
District of Columbia ,Alaska,74
District of Columbia ,Arizona,26
District of Columbia ,Arkansas,0
District of Columbia ,California,5063
District of Columbia ,Colorado,1119
District of Columbia ,Connecticut,506
District of Columbia ,Delaware,136
District of Columbia ,Florida,983
District of Columbia ,Georgia,571
District of Columbia ,Hawaii,768
District of Columbia ,Idaho,0
District of Columbia ,Illinois,1020
District of Columbia ,Indiana,32
District of Columbia ,Iowa,382
District of Columbia ,Kansas,350
District of Columbia ,Kentucky,175
District of Columbia ,Louisiana,196
District of Columbia ,Maine,235
District of Columbia ,Maryland,21093
District of Columbia ,Massachusetts,1557
District of Columbia ,Michigan,256
